"Lucky Paing Trading Co,.Ltd.",False,9/3/2010 12:00:00 AM +00:00
 CLEMENT ZAW COMPANY LIMITED,False,6/6/2017 12:00:00 AM +00:00
SIWARD NEWTON LIMITED,True,2/22/2019 12:43:02 PM +06:30
MYANMA SHWE MYOE COMPANY LIMITED,False,5/5/2015 12:00:00 AM +00:00
Zone Architect Engineering Ltd.,False,7/4/2013 12:00:00 AM +00:00
OFFICIAL QC ENGINEERING COMPANY LIMITED,False,12/2/2020 1:13:57 AM +06:30
APAVE MYANMAR COMPANY LIMITED,True,12/23/2014 12:00:00 AM +06:30
DOH SHWE DOH MYAE COMPANY LIMITED,False,9/11/2018 12:00:00 AM +00:00
"Moe Thapyay Co., Ltd.",False,11/13/2008 12:00:00 AM +00:00
EANT PHONE PAING COMPANY LIMITED,False,7/6/2017 12:00:00 AM +00:00
ASIA  WIN STAR COMPANY LIMITED,False,11/11/2020 1:02:08 PM +06:30
BRILLIANT DIAMOND COMPANY LIMITED,False,10/15/2015 12:00:00 AM +00:00
"LIGHT GATE CO., LTD",False,11/30/2017 12:00:00 AM +00:00
JADE SMILE COMPANY LIMITED,False,1/10/2019 4:14:00 PM +06:30
"Yadanar Ta Khun Trading Co., Ltd.",False,7/24/2009 12:00:00 AM +00:00
AUXILIUM SERVICES COMPANY LIMITED,False,2/25/2020 9:58:49 PM +06:30
"Power Edge Services Co., Ltd.",False,12/20/2011 12:00:00 AM +00:00
"Taing Kyaw Engineering & Construction Co., Ltd.",False,8/30/1996 12:00:00 AM +00:00
GREEN AND GRACIOUS COMPANY LIMITED,False,11/23/2015 12:00:00 AM +00:00
SOE THU & BROTHERS TRADING COMPANY LIMITED,False,11/17/2017 12:00:00 AM +00:00
NATIONAL POWER INVESTMENT COMPANY LIMITED,False,5/12/2016 12:00:00 AM +00:00
FUTURE HUB COMPANY LIMITED,False,5/8/2013 12:00:00 AM +00:00
MYAT THI RI SAN  COMPANY  LIMITED,False,6/14/2016 12:00:00 AM +00:00
THAN LWIN YE YINT COMPANY LIMITED,False,12/11/2018 12:00:00 AM +06:30
BAOJIA COMPANY LIMITED,False,7/18/2018 12:00:00 AM +00:00
PALETWA KHU CONSTRUCTION COMPANY LIMITED,False,9/19/2018 12:00:00 AM +00:00
YOE MYINT COMPANY LIMITED,True,12/28/2011 12:00:00 AM +00:00
